學年度,學校體系別,設立別,學校代碼,學校名稱,領域代碼/名稱,學門代碼/名稱,學類代碼/名稱,細學類代碼/名稱,科系代碼?,科系名稱,日間/進修別,等級別,畢業生數總計,畢業生數男,畢業生數女
108,一般,公立,0032,國立聯合大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131016,資訊管理學系,D 日,M 碩士,5,3,2
108,一般,公立,0032,國立聯合大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131016,資訊管理學系,D 日,B 學士,83,44,39
108,一般,公立,0032,國立聯合大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131020,資訊工程學系,D 日,M 碩士,2,2,-
108,一般,公立,0032,國立聯合大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131020,資訊工程學系,D 日,B 學士,36,35,1
108,一般,公立,0032,國立聯合大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131045,物聯網產業碩士專班,D 日,M 碩士,4,1,3
108,一般,公立,0036,國立臺南大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131052,資訊工程學系,D 日,M 碩士,8,8,-
108,一般,公立,0036,國立臺南大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131052,資訊工程學系,D 日,B 學士,44,32,12
108,一般,公立,0036,國立臺南大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134024,數位學習科技學系,D 日,D 博士,1,1,-
108,一般,公立,0036,國立臺南大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134024,數位學習科技學系,D 日,M 碩士,4,3,1
108,一般,公立,0036,國立臺南大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134024,數位學習科技學系,D 日,B 學士,39,26,13
108,一般,公立,0037,國立臺北教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131004,資訊科學系,D 日,M 碩士,16,12,4
108,一般,公立,0037,國立臺北教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131004,資訊科學系,D 日,B 學士,35,21,14
108,一般,公立,0039,國立臺中教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131042,資訊工程學系,D 日,M 碩士,13,10,3
108,一般,公立,0039,國立臺中教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131042,資訊工程學系,D 日,B 學士,41,34,7
108,一般,公立,0039,國立臺中教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06133 系統設計細學類,06133041,數位內容科技學系,D 日,M 碩士,9,5,4
108,一般,公立,0039,國立臺中教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06133 系統設計細學類,06133041,數位內容科技學系,D 日,B 學士,44,22,22
108,一般,公立,0048,國立金門大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131019,資訊工程學系,D 日,B 學士,34,32,2
108,一般,公立,0048,國立金門大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131041,理工學院資訊科技與應用碩士班,D 日,M 碩士,2,1,1
108,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131057,資訊管理學系,D 日,M 碩士,11,7,4
108,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131057,資訊管理學系,D 日,B 學士,43,24,19
108,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131061,資訊科學系,D 日,M 碩士,10,8,2
108,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131061,資訊科學系,D 日,B 學士,38,27,11
108,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0619 其他資訊通訊科技學類,06199 其他資訊通訊科技細學類,06199059,電腦與智慧型機器人學士學位學程,D 日,B 學士,19,16,3
108,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0619 其他資訊通訊科技學類,06199 其他資訊通訊科技細學類,06199062,電腦與通訊學系,D 日,B 學士,49,46,3
108,一般,公立,3002,臺北市立大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131016,資訊科學系,D 日,M 碩士,12,5,7
108,一般,公立,3002,臺北市立大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131016,資訊科學系,D 日,B 學士,32,26,6
107,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131080,資訊管理學系,D 日,D 博士,6,5,1
107,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131080,資訊管理學系,D 日,M 碩士,40,20,20
107,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131080,資訊管理學系,D 日,B 學士,87,59,28
107,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131081,資訊科學系,D 日,M 碩士,27,21,6
107,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131081,資訊科學系,D 日,B 學士,46,39,7
107,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131082,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,2,2,-
107,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134057,數位內容碩士學位學程,D 日,M 碩士,13,6,7
107,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131053,資訊工程學系,D 日,D 博士,10,10,-
107,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131053,資訊工程學系,D 日,M 碩士,129,101,28
107,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131053,資訊工程學系,D 日,B 學士,140,106,34
107,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134046,資訊系統與應用研究所,D 日,D 博士,1,1,-
107,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134046,資訊系統與應用研究所,D 日,M 碩士,50,34,16
107,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131062,資訊管理學系,D 日,M 碩士,51,30,21
107,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131062,資訊管理學系,D 日,B 學士,44,34,10
107,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131063,資訊網路與多媒體研究所,D 日,D 博士,5,4,1
107,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131063,資訊網路與多媒體研究所,D 日,M 碩士,36,30,6
107,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131067,資訊工程學系,D 日,D 博士,12,11,1
107,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131067,資訊工程學系,D 日,M 碩士,126,109,17
107,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131067,資訊工程學系,D 日,B 學士,123,109,14
107,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131158,資料科學碩士學位學程,D 日,M 碩士,8,5,3
107,一般,公立,0004,國立臺灣師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131065,資訊工程學系,D 日,D 博士,1,1,-
107,一般,公立,0004,國立臺灣師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131065,資訊工程學系,D 日,M 碩士,56,44,12
107,一般,公立,0004,國立臺灣師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131065,資訊工程學系,D 日,B 學士,37,30,7
107,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131030,資訊管理研究所,D 日,D 博士,2,1,1
107,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131030,資訊管理研究所,D 日,M 碩士,23,16,7
107,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131031,多媒體系統與智慧型運算工程博士學位學程,D 日,D 博士,1,1,-
107,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131036,資訊工程學系,D 日,D 博士,10,7,3
107,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131036,資訊工程學系,D 日,M 碩士,122,105,17
107,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131036,資訊工程學系,D 日,B 學士,117,90,27
107,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131037,電腦與通信工程研究所,D 日,D 博士,7,7,-
107,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131037,電腦與通信工程研究所,D 日,M 碩士,104,92,12
107,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131095,醫學資訊研究所,D 日,M 碩士,10,7,3
107,一般,公立,0006,國立中興大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131043,資訊管理學系,D 日,M 碩士,38,27,11
107,一般,公立,0006,國立中興大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131043,資訊管理學系,D 日,B 學士,38,26,12
107,一般,公立,0006,國立中興大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131048,資訊科學與工程學系,D 日,D 博士,2,1,1
107,一般,公立,0006,國立中興大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131048,資訊科學與工程學系,D 日,M 碩士,63,53,10
107,一般,公立,0006,國立中興大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131048,資訊科學與工程學系,D 日,B 學士,43,32,11
