學年度,學校體系別,設立別,學校代碼,學校名稱,領域代碼/名稱,學門代碼/名稱,學類代碼/名稱,細學類代碼/名稱,科系代碼?,科系名稱,日間/進修別,等級別,畢業生數總計,畢業生數男,畢業生數女
109,一般,公立,0021,國立暨南國際大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131034,資訊工程學系,D 日,M 碩士,31,29,2
109,一般,公立,0021,國立暨南國際大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131034,資訊工程學系,D 日,B 學士,46,34,12
109,一般,公立,0030,國立臺東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131028,資訊管理學系,D 日,M 碩士,2,-,2
109,一般,公立,0030,國立臺東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131028,資訊管理學系,D 日,B 學士,46,27,19
109,一般,公立,0030,國立臺東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0619 其他資訊通訊科技學類,06199 其他資訊通訊科技細學類,06199023,綠色與資訊科技學士學位學程,D 日,B 學士,28,23,5
109,一般,公立,0032,國立聯合大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131016,資訊管理學系,D 日,M 碩士,7,4,3
109,一般,公立,0032,國立聯合大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131016,資訊管理學系,D 日,B 學士,76,37,39
109,一般,公立,0032,國立聯合大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131020,資訊工程學系,D 日,M 碩士,5,5,-
109,一般,公立,0032,國立聯合大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131020,資訊工程學系,D 日,B 學士,37,31,6
109,一般,公立,0032,國立聯合大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131045,物聯網產業碩士專班,D 日,M 碩士,2,2,-
109,一般,公立,0036,國立臺南大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131052,資訊工程學系,D 日,M 碩士,12,11,1
109,一般,公立,0036,國立臺南大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131052,資訊工程學系,D 日,B 學士,40,30,10
109,一般,公立,0036,國立臺南大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134024,數位學習科技學系,D 日,D 博士,3,-,3
109,一般,公立,0036,國立臺南大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134024,數位學習科技學系,D 日,M 碩士,9,6,3
109,一般,公立,0036,國立臺南大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134024,數位學習科技學系,D 日,B 學士,43,28,15
109,一般,公立,0037,國立臺北教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131004,資訊科學系,D 日,M 碩士,18,16,2
109,一般,公立,0037,國立臺北教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131004,資訊科學系,D 日,B 學士,36,27,9
109,一般,公立,0039,國立臺中教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131042,資訊工程學系,D 日,M 碩士,16,13,3
109,一般,公立,0039,國立臺中教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131042,資訊工程學系,D 日,B 學士,50,39,11
109,一般,公立,0039,國立臺中教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06133 系統設計細學類,06133041,數位內容科技學系,D 日,M 碩士,5,3,2
109,一般,公立,0039,國立臺中教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06133 系統設計細學類,06133041,數位內容科技學系,D 日,B 學士,49,26,23
109,一般,公立,0048,國立金門大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131019,資訊工程學系,D 日,B 學士,42,35,7
109,一般,公立,0048,國立金門大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131041,理工學院資訊科技與應用碩士班,D 日,M 碩士,8,5,3
109,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131057,資訊管理學系,D 日,M 碩士,5,4,1
109,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131057,資訊管理學系,D 日,B 學士,59,30,29
109,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131061,資訊科學系,D 日,M 碩士,3,3,-
109,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131061,資訊科學系,D 日,B 學士,51,41,10
109,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0619 其他資訊通訊科技學類,06199 其他資訊通訊科技細學類,06199059,電腦與智慧型機器人學士學位學程,D 日,B 學士,32,30,2
109,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0619 其他資訊通訊科技學類,06199 其他資訊通訊科技細學類,06199062,電腦與通訊學系,D 日,B 學士,52,45,7
109,一般,公立,3002,臺北市立大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131016,資訊科學系,D 日,M 碩士,14,8,6
109,一般,公立,3002,臺北市立大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131016,資訊科學系,D 日,B 學士,46,30,16
108,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131080,資訊管理學系,D 日,D 博士,4,4,-
108,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131080,資訊管理學系,D 日,M 碩士,37,24,13
108,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131080,資訊管理學系,D 日,B 學士,76,40,36
108,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131081,資訊科學系,D 日,M 碩士,26,23,3
108,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131081,資訊科學系,D 日,B 學士,41,33,8
108,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131082,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,2,2,-
108,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134057,數位內容碩士學位學程,D 日,M 碩士,20,8,12
108,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131053,資訊工程學系,D 日,D 博士,8,7,1
108,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131053,資訊工程學系,D 日,M 碩士,145,119,26
108,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131053,資訊工程學系,D 日,B 學士,136,107,29
108,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134046,資訊系統與應用研究所,D 日,D 博士,1,1,-
108,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134046,資訊系統與應用研究所,D 日,M 碩士,37,25,12
108,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134048,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,1,1,-
108,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131062,資訊管理學系,D 日,M 碩士,48,27,21
108,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131062,資訊管理學系,D 日,B 學士,42,30,12
108,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131063,資訊網路與多媒體研究所,D 日,D 博士,2,2,-
108,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131063,資訊網路與多媒體研究所,D 日,M 碩士,44,36,8
108,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131067,資訊工程學系,D 日,D 博士,10,8,2
108,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131067,資訊工程學系,D 日,M 碩士,127,109,18
108,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131067,資訊工程學系,D 日,B 學士,117,102,15
108,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131158,資料科學碩士學位學程,D 日,M 碩士,5,4,1
108,一般,公立,0004,國立臺灣師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131065,資訊工程學系,D 日,D 博士,2,2,-
108,一般,公立,0004,國立臺灣師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131065,資訊工程學系,D 日,M 碩士,53,41,12
108,一般,公立,0004,國立臺灣師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131065,資訊工程學系,D 日,B 學士,43,32,11
108,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131030,資訊管理研究所,D 日,D 博士,1,-,1
108,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131030,資訊管理研究所,D 日,M 碩士,20,6,14
108,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131036,資訊工程學系,D 日,D 博士,6,6,-
108,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131036,資訊工程學系,D 日,M 碩士,130,105,25
108,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131036,資訊工程學系,D 日,B 學士,112,83,29
108,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131037,電腦與通信工程研究所,D 日,D 博士,3,3,-
108,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131037,電腦與通信工程研究所,D 日,M 碩士,93,73,20
108,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131095,醫學資訊研究所,D 日,M 碩士,16,9,7
108,一般,公立,0006,國立中興大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131043,資訊管理學系,D 日,M 碩士,29,13,16
108,一般,公立,0006,國立中興大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131043,資訊管理學系,D 日,B 學士,32,21,11
108,一般,公立,0006,國立中興大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131048,資訊科學與工程學系,D 日,M 碩士,65,55,10
108,一般,公立,0006,國立中興大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131048,資訊科學與工程學系,D 日,B 學士,46,34,12
108,一般,公立,0007,國立交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0612 資料庫、網路設計及管理學類,06121 資料庫、網路設計及管理細學類,06121048,網路與資訊系統博士學位學程,D 日,D 博士,1,1,-
108,一般,公立,0007,國立交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0612 資料庫、網路設計及管理學類,06121 資料庫、網路設計及管理細學類,06121060,網路工程研究所,D 日,M 碩士,48,35,13
108,一般,公立,0007,國立交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131022,資訊管理研究所,D 日,D 博士,3,2,1
108,一般,公立,0007,國立交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131022,資訊管理研究所,D 日,M 碩士,34,18,16
108,一般,公立,0007,國立交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131058,資訊工程學系,D 日,B 學士,183,138,45
108,一般,公立,0007,國立交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131061,資訊科學與工程研究所,D 日,D 博士,20,17,3
108,一般,公立,0007,國立交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131061,資訊科學與工程研究所,D 日,M 碩士,129,100,29
108,一般,公立,0007,國立交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131092,數據科學與工程研究所,D 日,M 碩士,22,13,9
108,一般,公立,0007,國立交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06132 軟體開發細學類,06132049,多媒體工程研究所,D 日,M 碩士,41,28,13
108,一般,公立,0007,國立交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06133 系統設計細學類,06133082,聲音與音樂創意科技碩士學位學程,D 日,M 碩士,6,4,2
108,一般,公立,0008,國立中央大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131053,資訊管理學系,D 日,D 博士,1,1,-
108,一般,公立,0008,國立中央大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131053,資訊管理學系,D 日,M 碩士,53,33,20
108,一般,公立,0008,國立中央大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131053,資訊管理學系,D 日,B 學士,105,53,52
108,一般,公立,0008,國立中央大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131059,資訊工程學系,D 日,D 博士,8,7,1
108,一般,公立,0008,國立中央大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131059,資訊工程學系,D 日,M 碩士,124,93,31
108,一般,公立,0008,國立中央大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131059,資訊工程學系軟體工程碩士班,D 日,M 碩士,9,9,-
108,一般,公立,0008,國立中央大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131059,資訊工程學系,D 日,B 學士,134,106,28
108,一般,公立,0008,國立中央大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06132 軟體開發細學類,06132002,網路學習科技研究所,D 日,D 博士,2,2,-
108,一般,公立,0008,國立中央大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06132 軟體開發細學類,06132002,網路學習科技研究所,D 日,M 碩士,27,13,14
108,一般,公立,0009,國立中山大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0611 電腦運用學類,06111 電腦運用細學類,06111055,資訊工程學系,D 日,M 碩士,76,59,17
108,一般,公立,0009,國立中山大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0611 電腦運用學類,06111 電腦運用細學類,06111055,資訊工程學系,D 日,B 學士,55,48,7
108,一般,公立,0009,國立中山大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131052,資訊管理學系,D 日,D 博士,3,2,1
108,一般,公立,0009,國立中山大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131052,資訊管理學系,D 日,M 碩士,43,29,14
108,一般,公立,0009,國立中山大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131052,資訊管理學系,D 日,B 學士,53,28,25
108,一般,公立,0012,國立臺灣海洋大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131028,資訊工程學系,D 日,M 碩士,44,38,6
108,一般,公立,0012,國立臺灣海洋大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131028,資訊工程學系,D 日,B 學士,94,80,14
108,一般,公立,0013,國立中正大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131053,資訊管理學系,D 日,D 博士,1,1,-
108,一般,公立,0013,國立中正大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131053,資訊管理學系,D 日,M 碩士,30,15,15
108,一般,公立,0013,國立中正大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131053,資訊管理學系醫療資訊管理碩士班,D 日,M 碩士,6,3,3
108,一般,公立,0013,國立中正大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131053,資訊管理學系,D 日,B 學士,47,38,9
108,一般,公立,0013,國立中正大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131055,資訊工程學系,D 日,D 博士,4,4,-
108,一般,公立,0013,國立中正大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131055,資訊工程學系,D 日,M 碩士,108,89,19
108,一般,公立,0013,國立中正大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131055,資訊工程學系,D 日,B 學士,85,72,13
108,一般,公立,0014,國立高雄師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06132 軟體開發細學類,06132039,軟體工程與管理學系,D 日,M 碩士,6,4,2
108,一般,公立,0014,國立高雄師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06132 軟體開發細學類,06132039,軟體工程與管理學系,D 日,B 學士,26,22,4
108,一般,公立,0015,國立彰化師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131040,資訊管理學系,D 日,M 碩士,17,7,10
108,一般,公立,0015,國立彰化師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131040,資訊管理學系數位內容科技與管理碩士班,D 日,M 碩士,2,-,2
108,一般,公立,0015,國立彰化師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131040,資訊管理學系,D 日,B 學士,52,28,24
108,一般,公立,0015,國立彰化師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131050,資訊工程學系物聯網碩士班,D 日,M 碩士,3,3,-
108,一般,公立,0015,國立彰化師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131050,資訊工程學系,D 日,M 碩士,14,12,2
108,一般,公立,0015,國立彰化師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131050,資訊工程學系,D 日,B 學士,39,31,8
108,一般,公立,0017,國立臺北大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131036,資訊工程學系,D 日,M 碩士,26,18,8
108,一般,公立,0017,國立臺北大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131036,資訊工程學系,D 日,B 學士,46,29,17
108,一般,公立,0017,國立臺北大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134034,資訊管理研究所,D 日,M 碩士,10,5,5
108,一般,公立,0018,國立嘉義大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131063,資訊管理學系,D 日,M 碩士,12,9,3
108,一般,公立,0018,國立嘉義大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131063,資訊管理學系,D 日,B 學士,50,30,20
108,一般,公立,0018,國立嘉義大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131066,資訊工程學系,D 日,D 博士,1,1,-
108,一般,公立,0018,國立嘉義大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131066,資訊工程學系,D 日,M 碩士,24,21,3
108,一般,公立,0018,國立嘉義大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131066,資訊工程學系,D 日,B 學士,39,30,9
108,一般,公立,0019,國立高雄大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131026,資訊管理學系,D 日,M 碩士,11,8,3
108,一般,公立,0019,國立高雄大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131026,資訊管理學系,D 日,B 學士,40,25,15
108,一般,公立,0019,國立高雄大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131028,資訊工程學系,D 日,M 碩士,13,13,-
108,一般,公立,0019,國立高雄大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131028,資訊工程學系,D 日,B 學士,44,35,9
108,一般,公立,0020,國立東華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131086,資訊工程學系,D 日,D 博士,2,2,-
108,一般,公立,0020,國立東華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131086,資訊工程學系,D 日,M 碩士,29,27,2
108,一般,公立,0020,國立東華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131086,資訊工程學系,D 日,B 學士,75,61,14
108,一般,公立,0020,國立東華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134081,資訊管理碩士學位學程,D 日,M 碩士,2,2,-
108,一般,公立,0020,國立東華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134081,資訊管理學系,D 日,M 碩士,4,1,3
108,一般,公立,0020,國立東華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134081,資訊管理學系,D 日,B 學士,52,30,22
108,一般,公立,0021,國立暨南國際大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131030,資訊管理學系,D 日,M 碩士,18,13,5
108,一般,公立,0021,國立暨南國際大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131030,資訊管理學系,D 日,B 學士,53,32,21
108,一般,公立,0021,國立暨南國際大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131034,資訊工程學系,D 日,M 碩士,20,16,4
108,一般,公立,0021,國立暨南國際大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131034,資訊工程學系,D 日,B 學士,45,31,14
108,一般,公立,0030,國立臺東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131028,資訊管理學系,D 日,M 碩士,5,3,2
108,一般,公立,0030,國立臺東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131028,資訊管理學系,D 日,B 學士,42,26,16
108,一般,公立,0030,國立臺東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0619 其他資訊通訊科技學類,06199 其他資訊通訊科技細學類,06199023,綠色與資訊科技學士學位學程,D 日,B 學士,22,15,7
